Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,titre,to_translate,API
983,983,983,983,Ses04M_impro03_M031," So, um, anyway, do you want to order now?   So, um I mean--",
984,984,984,984,Ses05F_impro05_F000," Hi,um- I think my baggage was lost, and I need to I guess file a claim or I don't know what.",
985,985,985,985,Ses05F_impro05_M000," Okay, what flight were you on?",
986,986,986,986,Ses05F_impro05_F001, Um-Seventeen. Coming from --,
987,987,987,987,Ses05F_impro05_M001, On what airline?,
988,988,988,988,Ses05F_impro05_F002, It was Virgin Atlantic coming from London.,
989,989,989,989,Ses05F_impro05_M002," From London, okay. Um- And you went through all your proper checkpoints?",
990,990,990,990,Ses05F_impro05_F003," Yeah, I don't know where it was lost.  I was coming from Africa, so.",
991,991,991,991,Ses05F_impro05_M003, So you haven't seen your bags since Africa. You flew threw Heath Row to here.,
992,992,992,992,Ses05F_impro05_F004, Right.,
993,993,993,993,Ses05F_impro05_F005, Yeah.,
994,994,994,994,Ses05F_impro05_M004," Okay.  Well, let me see here. I-",
995,995,995,995,Ses05F_impro05_M005, It seems like it went through Heath Row.  I see it here. uh-,
996,996,996,996,Ses05F_impro05_F006, That's good.,
997,997,997,997,Ses05F_impro05_M006, But uh- I don't see it here in the airport yet. uh,
998,998,998,998,Ses05F_impro05_M007, I'm not sure where it is.  We can absolutely keep an eye out for for it for you.,
999,999,999,999,Ses05F_impro05_F007," Well, I can't leave without it. I mean, Could you find out?",
1000,1000,1000,1000,Ses05F_impro05_M008," Well, I'm not a miracle worker.  I don't know what I can do for you.  I don't have the bag right here.",
1001,1001,1001,1001,Ses05F_impro05_F008," Right, well can you get on the computer maybe and like track it down and see when it's going to get here?",
1002,1002,1002,1002,Ses05F_impro05_M009," Well, as I told you, it left Heath Row and it seems to have arrived here.  But if you can't find it, then-are you sure you know what your bag looks like?",
1003,1003,1003,1003,Ses05F_impro05_F009," Yes, sir, I know what my bag looks like.",
1004,1004,1004,1004,Ses05F_impro05_M010," Okay, and what is that?  What kind of bag is it?",
1005,1005,1005,1005,Ses05F_impro05_F010, Um- It's a travel backpack.  It's green and gray.  It's got my name on it and my information.,
1006,1006,1006,1006,Ses05F_impro05_M011, And you couldn't find it?,
1007,1007,1007,1007,Ses05F_impro05_F011," No, it didn't turn up at the baggage claim.",
1008,1008,1008,1008,Ses05F_impro05_M012, Are you sure?,
1009,1009,1009,1009,Ses05F_impro05_F012, I mean we've gone through all of this.  I've been to five people already who--,
1010,1010,1010,1010,Ses05F_impro05_M013," Well, obviously, that wasn't me, so I'm going to have to ask you the same questions they asked you just so we can get to the same point.",
1011,1011,1011,1011,Ses05F_impro05_F013, Okay.,
1012,1012,1012,1012,Ses05F_impro05_M014," All right?  Now, um- it's green, travel bag, you couldn't find it.  And was there something important in it that you need it?",
1013,1013,1013,1013,Ses05F_impro05_F014," Yes, lots of really like -- sentimental value only, but--",
1014,1014,1014,1014,Ses05F_impro05_M015, Sentimental value.,
1015,1015,1015,1015,Ses05F_impro05_F015, --really important stuff.,
1016,1016,1016,1016,Ses05F_impro05_M016," Right.  Well, I don't know what to tell you. Um- What I can offer you is a fifty dollar voucher on your next flight.",
1017,1017,1017,1017,Ses05F_impro05_F016," That's not going to cut it. Like, Really, I really need to get this bag back.",
1018,1018,1018,1018,Ses05F_impro05_M017," No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you.",
1019,1019,1019,1019,Ses05F_impro05_F017, Does this happen often?  Do they--you just lose baggage and you just offer people money for it?,
1020,1020,1020,1020,Ses05F_impro05_M018," Well, you know, sometimes that's--really, I mean what else could we do?",
1021,1021,1021,1021,Ses05F_impro05_F018, Uh- Not lose the baggage in the first place. I mean You're offering a service here. I paid so much money for that ticket.,
1022,1022,1022,1022,Ses05F_impro05_M019," Well,",
1023,1023,1023,1023,Ses05F_impro05_M020, Obviously ma'am.,
1024,1024,1024,1024,Ses05F_impro05_M021," I am sorry, ma'am.",
1025,1025,1025,1025,Ses05F_impro05_M022," Let's- Let's just relax for a moment, ma'am.  You understand, obviously, we're going to do everything we can to keep all of your luggage here.",
1026,1026,1026,1026,Ses05F_impro05_M023," Obviously, we're not trying to lose your luggage.  Do you really believe that we're trying to lose your luggage ma'am?",
1027,1027,1027,1027,Ses05F_impro05_F019," No, but I mean like why can't- why can't you find it?  Where did it go?  Who lost it?",
1028,1028,1028,1028,Ses05F_impro05_M024," Well, if I knew that, then I'd know where it was, wouldn't I?",
1029,1029,1029,1029,Ses05F_impro05_F020," Well, I just-I paid so much money for this ticket.  I feel like you guys should be able to get-to offer me more than a fifty dollar voucher.",
1030,1030,1030,1030,Ses05F_impro05_M025," Well, we're talking about one bag.  You personally made it here, didn't you?",
1031,1031,1031,1031,Ses05F_impro05_F021," Yeah, meaning I didn't die in a fiery plane crash.  How convenient, but um- I paid two thousand dollar to ride your airline, and I would really appreciate getting my bags there to my destination in one place.",
1032,1032,1032,1032,Ses05F_impro05_M026, That's what the cost of the ticket was for.,
1033,1033,1033,1033,Ses05F_impro05_M027," Ma'am, international flights are not cheap and there's many reasons for that.  It does not have solely to do with your baggage or-",
1034,1034,1034,1034,Ses05F_impro05_F022," Right, but part of the agreement is that I'm paying so that I can take myself and my belongings with me.",
1035,1035,1035,1035,Ses05F_impro05_M028," Right. Yes, ma'am.",
1036,1036,1036,1036,Ses05F_impro05_F023, And that you're going to transport them safely from one place to another.,
1037,1037,1037,1037,Ses05F_impro05_M029," Right, and also if you'll read the fine print of your agreement you'll see that while we do bear some responsibility for lost luggage, it is a fifty dollar voucher.",
1038,1038,1038,1038,Ses05F_impro05_F024," That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar.",
1039,1039,1039,1039,Ses05F_impro05_M030," Well, I understand that.  Did you buy flight insurance?",
1040,1040,1040,1040,Ses05F_impro05_F025, No.,
1041,1041,1041,1041,Ses05F_impro05_M031," Well, my hands are really tied then.",
1042,1042,1042,1042,Ses05F_impro05_F026, Why do I need flight insurance?  Why don't you guys just guarantee that you're going to get the stuff that I leave with to my destination?,
1043,1043,1043,1043,Ses05F_impro05_M032," Well, it's like any kind of insurance.  You don't-when you get it, then you get more. You know, Like if you--",
1044,1044,1044,1044,Ses05F_impro05_F027," Right, but if I'm riding a bus, I don't need to buy luggage insurance that the backpack I take on is going to get to my destination with me.",
1045,1045,1045,1045,Ses05F_impro05_M033," Well, of course not because you've got your backpack with you the whole time.  Now, if you--you said this was a travel bag.  Why weren't you carrying it on if it was so important?",
1046,1046,1046,1046,Ses05F_impro05_F028, Because they made me check it.  It's too heavy.,
1047,1047,1047,1047,Ses05F_impro05_M034," Uh, so it was really heavy.",
1048,1048,1048,1048,Ses05F_impro05_F029," So I would have carried it on, but they made me check it and then they lost it.",
1049,1049,1049,1049,Ses05F_impro05_M035," Well, you know what, it could still turn up, but until then I can offer you this fifty dollar voucher.",
1050,1050,1050,1050,Ses05F_impro05_F030, There's nothing else you can do?,
1051,1051,1051,1051,Ses05F_impro05_M036," I'm sorry, ma'am, there's nothing else I can do.  My hands are really tied here.  I really wish there was something else I could do for you.",
1052,1052,1052,1052,Ses05F_impro05_F031, I don't believe that for a second.,
1053,1053,1053,1053,Ses05F_impro05_M037, Well I don't know why you wouldn't believe that.,
1054,1054,1054,1054,Ses05F_impro05_M038," Obviously, I'm doing everything that I can here.",
1055,1055,1055,1055,Ses05F_impro05_F032," No, I don't think you are. I mean If you were doing everything you could, you'd either give me more money or you'd figure out where my bag is.",
1056,1056,1056,1056,Ses05F_impro05_M039," Well, I have no way to give you more money.  I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-",
1057,1057,1057,1057,Ses05F_impro05_F033, What do you mean as you can?  Who makes up these rules?,
1058,1058,1058,1058,Ses05F_impro05_M040, makes up?,
1059,1059,1059,1059,Ses05F_impro05_F034, You're an autono- autonomous human being.  You could- You could go into the com-,
1060,1060,1060,1060,Ses05F_impro05_M041," The airline makes these rules, mom ma'am.",
1061,1061,1061,1061,Ses05F_impro05_F035, You could go into the computer and- you know- print-,
1062,1062,1062,1062,Ses05F_impro05_M042, I've gone into the computer.  I told you exactly what I can see in the computer that your luggage did arrive here.,
1063,1063,1063,1063,Ses05F_impro05_F036," So I'm just supposed to oh, well, oops, my luggage is gone and be fine with that and take your stinking fifty dollar voucher?",
1064,1064,1064,1064,Ses05F_impro05_M043," Well, you can take my stinking fifty dollar voucher and go home and wait and see if your luggage turns up. And if it does, then we'll deliver it to you.",
1065,1065,1065,1065,Ses05F_impro05_F037, And you have no guarantee.,
1066,1066,1066,1066,Ses05F_impro05_M044," I have no guarantee, absolutely not.",
1067,1067,1067,1067,Ses05F_impro05_F038, This is ridiculous.,
1068,1068,1068,1068,Ses05F_impro05_M045, How can I guarantee finding your luggage when it's lost?,
1069,1069,1069,1069,Ses05F_impro05_F039," Uh- Because you guys lost it, so it should be your responsibility to find it, too.",
1070,1070,1070,1070,Ses05F_impro05_M046," Right, well, when you're at home and you lose something, do you guarantee that you're going to find it later on?",
1071,1071,1071,1071,Ses05F_impro05_F040," Oh, come on.  Would you cut it out?  This is ridiculous.",
1072,1072,1072,1072,Ses05F_impro05_M047," Well, it sounds to me like you're being ridiculous",
1073,1073,1073,1073,Ses05F_impro05_F041," No, I don't think I am.  I like have a whole bunch of stuff that means a lot to me, and I brought it you know from Africa.  It's not like I can just go back and get it whenever I want.",
1074,1074,1074,1074,Ses05F_impro05_M048, Right.,
1075,1075,1075,1075,Ses05F_impro05_F042, It's not like I can go to Kmart and buy another.,
1076,1076,1076,1076,Ses05F_impro05_M049," I understand that, ma'am, but things get lost.  There's nothing I can do about that.  Things happen.  Accidents happen.",
1077,1077,1077,1077,Ses05F_impro05_M050," And while I really would love to be able to hand you your bag right now, obviously I can't do that.",
1078,1078,1078,1078,Ses05F_impro05_F043, okay fine.,
1079,1079,1079,1079,Ses05F_impro05_M051, So you'd like the fifty dollar voucher?,
1080,1080,1080,1080,Ses05F_impro05_F044," Yeah, I'll take your fifty dollar voucher.",
1081,1081,1081,1081,Ses05F_impro05_M052," Okay, just fill out these three forms, and um- you'll- we'll have that sent to you within the next three weeks and, of course, we'll definitely keep an eye out for your bag.",
1082,1082,1082,1082,Ses05F_impro05_F045, Thanks.,
1083,1083,1083,1083,Ses05F_impro05_M053, You have a wonderful day.,
1084,1084,1084,1084,Ses03F_script02_2_M000, So what do you think?,
1085,1085,1085,1085,Ses03F_script02_2_F000, About what?,
1086,1086,1086,1086,Ses03F_script02_2_M001, About what I was just saying.,
1087,1087,1087,1087,Ses03F_script02_2_F001, It's ridiculous.,
1088,1088,1088,1088,Ses03F_script02_2_M002, It certainly is not. It is slightly exaggerated scientific fact.,
1089,1089,1089,1089,Ses03F_script02_2_F002," It's so P.R. I mean, somebody's giving you a good bill about this wonderful event that's going to happen on the beach.",
1090,1090,1090,1090,Ses03F_script02_2_M003," Well, I'm not the only one. Look at all these people.",
1091,1091,1091,1091,Ses03F_script02_2_F003, Exactly. Everyone else is told the same thing. It keeps them feeling excited. Keeps them coming back. Keeps them thinking life's going to start at any minute now.,
1092,1092,1092,1092,Ses03F_script02_2_M004, Are we talking about the same thing?,
1093,1093,1093,1093,Ses03F_script02_2_F004, I don't care. It's still fish to me.,
1094,1094,1094,1094,Ses03F_script02_2_M005," Carla, can I ask you something? Don't take this wrong, but are you having your period?",
1095,1095,1095,1095,Ses03F_script02_2_F005," Augie, Goddamn it, don't ask me that. You always ask me that. Why do you ask me that? I hate it. It's insulting.",
1096,1096,1096,1096,Ses03F_script02_2_M006," Okay, then what's bugging you?",
1097,1097,1097,1097,Ses03F_script02_2_F006," Look, it's-we just-we're looking at this evening in a different way, both of us. We both have different ideas of it.",
1098,1098,1098,1098,Ses03F_script02_2_M007," There's nothing to it, alright? We come down here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish, and then they go home and we go home.",
1099,1099,1099,1099,Ses03F_script02_2_F007, It's not like that.,
1100,1100,1100,1100,Ses03F_script02_2_M008, We're not seeing the grunions?,
1101,1101,1101,1101,Ses03F_script02_2_F008," Look, Augie, we've never seen them. They're never going to come.",
1102,1102,1102,1102,Ses03F_script02_2_M009, We missed them twice. That's not ever.,
1103,1103,1103,1103,Ses03F_script02_2_F009, Twice is as many times as we've tried. That's ever.,
1104,1104,1104,1104,Ses03F_script02_2_M010, We'll see them this time.,
1105,1105,1105,1105,Ses03F_script02_2_F010," No, we won't.",
1106,1106,1106,1106,Ses03F_script02_2_F011," It's impossible. It's like waiting around. Waiting to see Santa Claus, you know?",
1107,1107,1107,1107,Ses03F_script02_2_F012, Like I feel like my whole life I've been just standing on this beach with my hands clasped waiting for these fish to show up and these fish never show up.,
1108,1108,1108,1108,Ses03F_script02_2_M011," God, I thought you wanted to see it.",
1109,1109,1109,1109,Ses03F_script02_2_F013, I do.,
1110,1110,1110,1110,Ses03F_script02_2_F014," Look, I did. I always do. But it's like every time I try nothing ever happens.",
1111,1111,1111,1111,Ses03F_script02_2_M012, It's just fish. Nothing to get traumatized over.,
1112,1112,1112,1112,Ses03F_script02_2_F015," For God's sake, Augie, this is not about fish.",
1113,1113,1113,1113,Ses03F_script02_2_M013," I've been turning this thing over in my head trying to figure out when the point was when we took a turn for the worse, and I can't seem to pinpoint it.",
1114,1114,1114,1114,Ses03F_script02_2_M014," You were fine during the phone call from Marge. Dinner was okay. Doing the dishes was no problem. Let's see. I took a shower. You were watching the news. You said Augie, I think the grunion are running. I said great, let's go. I feel lucky tonight.",
1115,1115,1115,1115,Ses03F_script02_2_M015," And so I'm getting the animals, putting the animals out in the yard. I'm putting on my jacket, getting the car out of the garage-",
1116,1116,1116,1116,Ses03F_script02_2_F016, Do you remember the last time we came here?,
1117,1117,1117,1117,Ses03F_script02_2_F017, We thought I was pregnant.,
1118,1118,1118,1118,Ses03F_script02_2_F018, You brought a bottle of champagne.,
1119,1119,1119,1119,Ses03F_script02_2_F019, We took off our shoes and we danced barefoot in the sand. Under the moon.,
1120,1120,1120,1120,Ses03F_script02_2_F020, And you whispered so intimately in my ear so I could feel your words.,
1121,1121,1121,1121,Ses03F_script02_2_F021," Oh, that moment-that was it.",
1122,1122,1122,1122,Ses03F_script02_2_F022," I told myself finally, this is how happy I'm supposed to be.",
1123,1123,1123,1123,Ses03F_script02_2_M016, Wait a minute. I got it.,
1124,1124,1124,1124,Ses03F_script02_2_F023, Dancing barefoot in the sand. Drinking out of a bottle of champagne.,
1125,1125,1125,1125,Ses03F_script02_2_M017," It was driving past the Knickerbocker Liquor Locker, right? You said let's get some champagne, and I said time's-a-wasting or something like that.",
1126,1126,1126,1126,Ses03F_script02_2_M018," You want this to be like the other time, right? That's it. Right?",
1127,1127,1127,1127,Ses03F_script02_2_F024, I don't want to remember something.,
1128,1128,1128,1128,Ses03F_script02_2_F025, Hope for some things.,
1129,1129,1129,1129,Ses03F_script02_2_M019," Right. I got it. Of course. Listen, do you want to dance?",
1130,1130,1130,1130,Ses03F_script02_2_F026, No.,
1131,1131,1131,1131,Ses03F_script02_2_M020, Do you want me to get some champagne?,
1132,1132,1132,1132,Ses03F_script02_2_F027, No.,
1133,1133,1133,1133,Ses03F_script02_2_M021, Take off our shoes?,
1134,1134,1134,1134,Ses03F_script02_2_F028," No, no.",
1135,1135,1135,1135,Ses03F_script02_2_M022, What? What? Do you want me to breathe in your ear?,
1136,1136,1136,1136,Ses03F_script02_2_F029, No.,
1137,1137,1137,1137,Ses03F_script02_2_M023, Do you want to get married again? What? What? Do you want to get a divorce?,
1138,1138,1138,1138,Ses03F_script02_2_F030, No.,
1139,1139,1139,1139,Ses03F_script02_2_F031, No.,
1140,1140,1140,1140,Ses03F_script02_2_M024, A vacation?,
1141,1141,1141,1141,Ses03F_script02_2_F032, No.,
1142,1142,1142,1142,Ses03F_script02_2_M025, A new carpet? A poodle?,
1143,1143,1143,1143,Ses03F_script02_2_M026," A-a back rub, some ice cream, a suicide pact. What the hell do you want, Carla?",
1144,1144,1144,1144,Ses03F_script02_2_F033, I want things to turn out the way that they're supposed to be.,
1145,1145,1145,1145,Ses03F_script02_2_M027," Jesus, welcome to the human race.",
1146,1146,1146,1146,Ses03F_script02_2_M028, Did you think this is how I thought it was going to turn out? Do you think I had some great fantasy down the line? That four years down the line that we'd come to the beach and argue with each other over fish?,
1147,1147,1147,1147,Ses03F_script02_2_M029," No, I was just like you. I thought it was going to be all peaches and roses and everything great. And the wind in our hair and the sand in our toes, and the fish will always come and the bills will pay themselves, and we'll have three big fat rosy kids. And oh God.",
1148,1148,1148,1148,Ses03F_script02_2_M030," You know what you get? The jokes on us, baby. Because do you know what you get? Huh? Carla? Do you know what you get? You get this.",
1149,1149,1149,1149,Ses03F_script02_2_F034, This what? What is this? This is nothing.,
1150,1150,1150,1150,Ses03F_script02_2_M031," Yes, it is.",
1151,1151,1151,1151,Ses03F_script02_2_F035," No, it's not. It's standing on the beach waiting and fighting.",
1152,1152,1152,1152,Ses03F_script02_2_M032, Right.,
1153,1153,1153,1153,Ses03F_script02_2_F036, Things have never turned out anything the way that I thought they would be.,
1154,1154,1154,1154,Ses03F_script02_2_M033," No, I know. Me neither.",
1155,1155,1155,1155,Ses03F_script02_2_F037," I mean, this is, this is everything, and it's a lot, but",
1156,1156,1156,1156,Ses03F_script02_2_F038, it's not something else. Do you know what I'm trying to say?,
1157,1157,1157,1157,Ses03F_script02_2_M034," Well, I'm doing the best I can.",
1158,1158,1158,1158,Ses03F_script02_2_F039," I know you are, Augie, and I know you wanted this evening to be nice, but I can't help thinking of being somewhere else.",
1159,1159,1159,1159,Ses03F_script02_2_M035," Yeah, maybe if you were with someone else too.",
1160,1160,1160,1160,Ses03F_script02_2_F040, I didn't say that.,
1161,1161,1161,1161,Ses03F_script02_2_M036," No, I know. But I know I don't make you happy.",
1162,1162,1162,1162,Ses03F_script02_2_F041," Augie, anything I do I'd rather be doing with you.",
1163,1163,1163,1163,Ses03F_script02_2_M037, Yeah?,
1164,1164,1164,1164,Ses03F_script02_2_F042," God, don't you know that? I mean, you're the one that probably wants to be with somebody else. Somebody that didn't take herself so seriously, could enjoy herself more.",
1165,1165,1165,1165,Ses03F_script02_2_M038," Actually now that you mention it, no, I don't.",
1166,1166,1166,1166,Ses03F_script02_2_F043," Well, I guess we're just in the wrong spart-spot with the right person.",
1167,1167,1167,1167,Ses03F_script02_2_M039," Seemed like a pretty good spot to me. I mean, look at the view of the moon we've got from here.",
1168,1168,1168,1168,Ses03F_script02_2_F044, I noticed that. It's beautiful.,
1169,1169,1169,1169,Ses03F_script02_2_F045, You can see right over the water.,
1170,1170,1170,1170,Ses03F_script02_2_F046," God, big old white moon.",
1171,1171,1171,1171,Ses03F_script02_2_M040, Look what we got here.,
1172,1172,1172,1172,Ses03F_script02_2_F047, You brought refreshments?,
1173,1173,1173,1173,Ses03F_script02_2_M041, It's not champagne.,
1174,1174,1174,1174,Ses03F_script02_2_F048, At least we won't need glasses.,
1175,1175,1175,1175,Ses03F_script02_2_M042, Are you still cold? Do you want to go home?,
1176,1176,1176,1176,Ses03F_script02_2_F049, So I was thinking you might be right.,
1177,1177,1177,1177,Ses03F_script02_2_F050, Maybe this is the right place after all.,
1178,1178,1178,1178,Ses03F_script02_2_F051," I'm sorry, Augie.",
1179,1179,1179,1179,Ses03F_script02_2_M043, Shh.,
1180,1180,1180,1180,Ses03F_script02_2_M044, If we're very quiet the fish might come.,
1181,1181,1181,1181,Ses03F_script02_2_F052, Or not.,
1182,1182,1182,1182,Ses03F_script02_2_M045, Or not.,
1183,1183,1183,1183,Ses03F_impro06_M000, How you doing?,
1184,1184,1184,1184,Ses03F_impro06_F000, Okay.,
1185,1185,1185,1185,Ses03F_impro06_F001, Yeah. Wow.,
1186,1186,1186,1186,Ses03F_impro06_M001, We're all going to miss him.,
1187,1187,1187,1187,Ses03F_impro06_F002," Mmm hmm. I never knew it was going to be this hard, you know.",
1188,1188,1188,1188,Ses03F_impro06_F003, It's weird 'cause it's like you expected it to happen and eventually-,
1189,1189,1189,1189,Ses03F_impro06_F004," he had cancer, you know?",
1190,1190,1190,1190,Ses03F_impro06_F005," They thought he got--would get better and he did, and then it just- things turned bad.",
1191,1191,1191,1191,Ses03F_impro06_F006," Turned around for the worst, you know.",
1192,1192,1192,1192,Ses03F_impro06_M002," I didn't know him, Tricia, but uh- I heard that he was a great man.",
1193,1193,1193,1193,Ses03F_impro06_F007, He was amazing.,
1194,1194,1194,1194,Ses03F_impro06_F008, I loved that boy.,
1195,1195,1195,1195,Ses03F_impro06_F009," We did everything together, you know.",
1196,1196,1196,1196,Ses03F_impro06_F010," It's weird, I think. I feel so alone, you know? What am I going to do now? Now that he's gone.",
1197,1197,1197,1197,Ses03F_impro06_F011, He's so young. It seems so--,
1198,1198,1198,1198,Ses03F_impro06_F012, so wrong in so many ways.,
1199,1199,1199,1199,Ses03F_impro06_F013," His poor parents. You know, it's their only son.",
1200,1200,1200,1200,Ses03F_impro06_M003, yeah.,
1201,1201,1201,1201,Ses03F_impro06_F014," Kind of a whole year. I mean, he suffered with this, this monster, this thing, this disease.",
1202,1202,1202,1202,Ses03F_impro06_M004," He was in chemo the whole time, right?",
1203,1203,1203,1203,Ses03F_impro06_M005, And he just got that baseball scholarship.,
1204,1204,1204,1204,Ses03F_impro06_F015," I know. He was, he had so much going for him.",
1205,1205,1205,1205,Ses03F_impro06_F016," So handsome, so young, so gifted.",
1206,1206,1206,1206,Ses03F_impro06_F017, So talented.,
1207,1207,1207,1207,Ses03F_impro06_F018," Such a sweet person, you know?",
1208,1208,1208,1208,Ses03F_impro06_M006, How's his parents doing?,
1209,1209,1209,1209,Ses03F_impro06_F019, Not very good.,
1210,1210,1210,1210,Ses03F_impro06_F020," Can you imagine, though, you know, as a parent, just losing a kid? Twenty-two years old.",
1211,1211,1211,1211,Ses03F_impro06_F021," It's weird, I kind of feel like part of me is gone now, you know?",
1212,1212,1212,1212,Ses03F_impro06_F022, Because this other half was just kind of like ripped away.,
1213,1213,1213,1213,Ses03F_impro06_M007," You guys were pretty close, weren't you?",
1214,1214,1214,1214,Ses03F_impro06_F023," He was like, he was like my brother, you know.",
1215,1215,1215,1215,Ses03F_impro06_F024, He was my brother.,
1216,1216,1216,1216,Ses03F_impro06_F025," Just seems so unfair, is the way it is.",
1217,1217,1217,1217,Ses03F_impro06_F026," You know, he had that really pretty girlfriend for like about a year and-",
1218,1218,1218,1218,Ses03F_impro06_M008, What was her name?,
1219,1219,1219,1219,Ses03F_impro06_F027, Kelly. Kelly Uveny.,
1220,1220,1220,1220,Ses03F_impro06_F028, They talked about getting married and--,
1221,1221,1221,1221,Ses03F_impro06_M009, Trying to have a baby.,
1222,1222,1222,1222,Ses03F_impro06_F029," Yeah. But then when he got cancer and it got bad, you know, she just took off and-",
1223,1223,1223,1223,Ses03F_impro06_F030, so I was there for him.,
1224,1224,1224,1224,Ses03F_impro06_M010, Some people.,
1225,1225,1225,1225,Ses03F_impro06_M011," Yeah, but you were there all the hospital days. By his bed-",
1226,1226,1226,1226,Ses03F_impro06_F031," Yeah. God, I loved that kid.",
1227,1227,1227,1227,Ses03F_impro06_M012," So nice, so positive.",
1228,1228,1228,1228,Ses03F_impro06_F032, yeah.,
1229,1229,1229,1229,Ses03F_impro06_M013, We need more people like him.,
1230,1230,1230,1230,Ses03F_impro06_F033," Joe, do you think he knew I loved him?",
1231,1231,1231,1231,Ses03F_impro06_M014, I don't know.,
1232,1232,1232,1232,Ses03F_impro06_F034," I never told him, I love you, but-",
1233,1233,1233,1233,Ses03F_impro06_F035, I loved him so much.,
1234,1234,1234,1234,Ses03F_impro06_M015, I don't know if Benny was smart like that- but-,
1235,1235,1235,1235,Ses03F_impro06_M016, I'm sure he loved you too. He just didn't know it.,
1236,1236,1236,1236,Ses01F_script02_2_M000," Look at this, all of the hairs are standing up on my arm.",
1237,1237,1237,1237,Ses01F_script02_2_F000, That's the wind.,
1238,1238,1238,1238,Ses01F_script02_2_M001," Well, so, what do you think?",
1239,1239,1239,1239,Ses01F_script02_2_F001, About what?,
1240,1240,1240,1240,Ses01F_script02_2_M002, About what I was saying.,
1241,1241,1241,1241,Ses01F_script02_2_F002, I think it's ridiculous.,
1242,1242,1242,1242,Ses01F_script02_2_M003, It certainly is not.  It's slightly exaggerated scientific fact.,
1243,1243,1243,1243,Ses01F_script02_2_F003, It's PR! Somebody sold you a bunch of crap that there is this wonderful thing that is going to happen tonight on the beach.,
1244,1244,1244,1244,Ses01F_script02_2_M004," Not just me, look at all of these people.",
1245,1245,1245,1245,Ses01F_script02_2_F004," Everybody's told the same story.  It keeps us coming back for more, it keeps us excited.  We keep thinking that life is going start at any minute if we can just find the right spot, get in on the action.",
1246,1246,1246,1246,Ses01F_script02_2_M005," Are we talking about the same thing, here?",
1247,1247,1247,1247,Ses01F_script02_2_F005," I'm sorry, it's just fish to me.",
1248,1248,1248,1248,Ses01F_script02_2_M006," Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?",
1249,1249,1249,1249,Ses01F_script02_2_F006," Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.",
1250,1250,1250,1250,Ses01F_script02_2_M007," Well then, what's bugging you?",
1251,1251,1251,1251,Ses01F_script02_2_F007, We just have different ideas of what this night is supposed to look like.,
1252,1252,1252,1252,Ses01F_script02_2_M008," There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing.  We go ooh, ah, look at the fish and we go home.",
1253,1253,1253,1253,Ses01F_script02_2_F008," For God- Grow up, Augie.  The fish are not going to arrive.",
1254,1254,1254,1254,Ses01F_script02_2_M009, Why not?,
1255,1255,1255,1255,Ses01F_script02_2_F009, Because they never do.  Have they...Have they ever?,
1256,1256,1256,1256,Ses01F_script02_2_M010, We've missed them twice.,
1257,1257,1257,1257,Ses01F_script02_2_F010, Twice is every time we have tried; that's ever.,
1258,1258,1258,1258,Ses01F_script02_2_M011, They'll show up this time.,
1259,1259,1259,1259,Ses01F_script02_2_F011, No they won't.  It's like waiting for Santa Claus.,
1260,1260,1260,1260,Ses01F_script02_2_F012, I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up.  And the fish never show up.,
1261,1261,1261,1261,Ses01F_script02_2_M012, I thought you wanted to see it.,
1262,1262,1262,1262,Ses01F_script02_2_F013, You don't understand anything I am saying.,
1263,1263,1263,1263,Ses01F_script02_2_M013, No. Of course not.,
1264,1264,1264,1264,Ses01F_script02_2_F014," I did want to see it, I still do, I always do.  I just...",
1265,1265,1265,1265,Ses01F_script02_2_F015," I feel like I'm always just standing here waiting.  I feel like this night is going to be the night, but it never is.",
1266,1266,1266,1266,Ses01F_script02_2_M014," It's just fish, it's nothing to get traumatized over.",
1267,1267,1267,1267,Ses01F_script02_2_F016," For God's sake, this is not about fish.",
1268,1268,1268,1268,Ses01F_script02_2_M015, Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.,
1269,1269,1269,1269,Ses01F_script02_2_M016," Okay.  So you were fine during that phone call from Marge and then dinner was okay.  And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go?  And I said, sure great, let's go.",
1270,1270,1270,1270,Ses01F_script02_2_M017," Okay.  So I am putting out the pets, getting the car out of the garage.",
1271,1271,1271,1271,Ses01F_script02_2_F017, Do you remember the first year we came here?  It was like four years after we got married.,
1272,1272,1272,1272,Ses01F_script02_2_F018," We thought I was pregnant, we got a bottle of champagne, we had no glasses.  We took off our shoes and you asked me to dance.",
1273,1273,1273,1273,Ses01F_script02_2_F019," You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.",
